"LocationID","DBA","StreetAddress","City","Zip","Type Description","Census","SubDistrict","Excellence","District","Status","LocationTypeID","symboltext"
32683,"MC COFFEE","747 HOWARD ST ","SAN FRANCISCO","94103","Restaurant, < 1000 sq'","176A",303,"Yes",3,"Active",7,"This Location Has Received the Symbol of Excellence"
32684,"NOBE CAFE","747 HOWARD ST ","SAN FRANCISCO","94103","Restaurant, < 1000 sq'","176A",303,"Yes",3,"Active",7,"This Location Has Received the Symbol of Excellence"
32685,"SAVOR EXPRESS","747 HOWARD ST ","SAN FRANCISCO","94103","Restaurant, < 1000 sq'","176A",303,"Yes",3,"Active",7,"This Location Has Received the Symbol of Excellence"
32693,"NICKIES","466 HAIGHT ST ","SAN FRANCISCO","94117","Bar/Tavern/Lounge","168",500,"No",5,"Active",10,""
32698,"HUNAN CAFÉ #2","4450 CABRILLO ST ","SAN FRANCISCO","94121","Restaurant, < 1000 sq'","479",204,"No",2,"Active",7,""
32701,"LA DRAPPE","800 GREENWICH ST ","SAN FRANCISCO","94133","Restaurant, > 2000 sq'","103",401,"No",4,"Active",9,""
32702,"CAFE LA VIE","514 OCTAVIA ST ","SAN FRANCISCO","94102","Restaurant, < 1000 sq'","162",202,"Yes",2,"Active",7,"This Location Has Received the Symbol of Excellence"
32703,"ALCATRAZ LANDING CAFE","PIER 33","SAN FRANCISCO","94111","Restaurant, > 2000 sq'","101",401,"No",4,"Active",9,""
32715,"ANDANTE DAIRY","1 FERRY BUILDING  #50","SAN FRANCISCO","94111","Retail Food Vehicle","116",406,"No",4,"Active",23,""
32729,"ELDORADO MARKET","124 JONES ST","SAN FRANCISCO","94102","Retail Food Markets w/ Food Prep < 5000 sq'","125",202,"No",2,"Active",50,""
32733,"XANATH ICE CREAM","951 VALENCIA ST ","SAN FRANCISCO","94110","Restaurant, < 1000 sq'","208",503,"Yes",5,"Active",7,"This Location Has Received the Symbol of Excellence"
32736,"MARU SUSHI","529 POWELL ST ","SAN FRANCISCO","94102","Restaurant, 1000 - 2000 sq'","121",404,"No",4,"Active",8,""
32737,"THIEVES","496 14TH ST ","SAN FRANCISCO","94103","Bar/Tavern/Lounge","202",503,"Yes",5,"Active",10,"This Location Has Received the Symbol of Excellence"
32738,"GIALINA","2842 DIAMOND ST ","SAN FRANCISCO","94131","Restaurant, < 1000 sq'","218",506,"Yes",5,"Active",7,"This Location Has Received the Symbol of Excellence"
32818,"QUALITY GAS FOR YOUR CAS ARCO AM/PM","5898 MISSION ST ","SAN FRANCISCO","94112","Take - Out","262",302,"Yes",5,"Active",11,"This Location Has Received the Symbol of Excellence"
32823,"PEET'S COFFEE & TEA","405 HOWARD ST ","SAN FRANCISCO","94104","Restaurant, 1000 - 2000 sq'","179",304,"No",,"Active",8,""
32830,"ZLIPS BAR & LOUNGE","1414 MARKET ST ","SAN FRANCISCO","94102","Bar/Tavern/Lounge","124",202,"Yes",2,"Active",10,"This Location Has Received the Symbol of Excellence"
32835,"THE PIZZA PLACE","3901 NORIEGA STREET","SAN FRANCISCO","94122","Restaurant, < 1000 sq'","352",204,"Yes",5,"Active",7,"This Location Has Received the Symbol of Excellence"
32836,"UNITY MUTUAL BENEFIT ASSOCIATION"," 552 HAIGHT  ","SAN FRANCISCO","","Bar/Tavern/Lounge","168",500,"No",5,"Active",10,""
32845,"GENKI RAMEN","3944 GEARY BLVD ","SAN FRANCISCO","94118","Restaurant, > 2000 sq'","401",205,"No",2,"Active",9,""
32862,"NAKED FISH SUSHI & LOUNGE INC","2084 CHESTNUT ST ","SAN FRANCISCO","94123","Restaurant, 1000 - 2000 sq'","126",206,"Yes",2,"Active",8,"This Location Has Received the Symbol of Excellence"
32872,"SUGAR CAFE","679 SUTTER ST ","SAN FRANCISCO","94102","Restaurant, 1000 - 2000 sq'","121",404,"Yes",,"Active",8,"This Location Has Received the Symbol of Excellence"
32887,"MISSION BEACH CAFÉ","198 GUERRERO ST ","SAN FRANCISCO","94103","Restaurant, 1000 - 2000 sq'","202",503,"Yes",5,"Active",8,"This Location Has Received the Symbol of Excellence"
32893,"ZADIN","4039 18TH ST ","SAN FRANCISCO","94114","Restaurant, 1000 - 2000 sq'","206",504,"No",5,"Active",8,""
32903,"RECESS NIGHT CLUB AND LOUNGE","443 BROADWAY ST ","SAN FRANCISCO","94133","Restaurant, > 2000 sq'","106",407,"No",4,"Active",9,""
32919,"NEW PRINCESS MARKET","500 EDDY ST","SAN FRANCISCO","94109","Retail Food Markets w/ Food Prep < 5000 sq'","124",202,"No",2,"Active",50,""
32925,"PAPALOTE","3409 24TH ST ","SAN FRANCISCO","94110","Restaurant, < 1000 sq'","210",504,"No",5,"Active",7,""
32954,"GRANT PLACE","737 WASHINGTON ST ","SAN FRANCISCO","94108","Restaurant, 1000 - 2000 sq'","114A",403,"No",4,"Active",8,""
32992,"UNDERDOG","1634 IRVING ST ","SAN FRANCISCO","94122","Restaurant, < 1000 sq'","302",502,"No",5,"Active",7,""
33011,"JACKSON PLACE CAFE - COMMISSARY","633 BATTERY ST ","SAN FRANCISCO","94111","Commisary","105",407,"No",4,"Active",22,""
33012,"CHIARO SCURO","550 WASHINGTON ST ","SAN FRANCISCO","94111","Restaurant, > 2000 sq'","115",406,"Yes",,"Active",9,"This Location Has Received the Symbol of Excellence"
33014,"THE CARLISLE","1450 POST ST","SAN FRANCISCO","94109","Restaurant, > 2000 sq'","155",201,"No",2,"Active",9,""
33017,"LARKSPUR HOTEL - UNION SQUARE","524 SUTTER ST ","SAN FRANCISCO","94102","Restaurant, > 2000 sq'","121",404,"Yes",,"Active",9,"This Location Has Received the Symbol of Excellence"
33054,"JACKSON PLACE CAFE - KIOSK","633 BATTERY ST ","SAN FRANCISCO","94111","Restaurant, < 1000 sq'","105",407,"Yes",4,"Active",7,"This Location Has Received the Symbol of Excellence"
33056,"7-ELEVEN, STORE 2231-33501","564 MARKET ST","SAN FRANCISCO","94104","Retail Food Markets w/ Food Prep < 5000 sq'","117A",402,"No",4,"Active",50,""
33068,"SWEET AROMA","1779 LOMBARD ST ","SAN FRANCISCO","94123","Restaurant, 1000 - 2000 sq'","129",206,"No",2,"Active",8,""
33069,"RICO MEX, INC.","53 STEVENSON ST ","SAN FRANCISCO","94105","Restaurant, 1000 - 2000 sq'","176A",303,"No",3,"Active",8,""
33073,"FIREFLY SPORTS BAR","2457 NORIEGA ST ","SAN FRANCISCO","94122","Bar/Tavern/Lounge","329",501,"No",5,"Active",10,""
33077,"ESCAPE FROM NEW YORK PIZZA","2109 POLK ST ","SAN FRANCISCO","94109","Restaurant, < 1000 sq'","109",405,"No",4,"Active",7,""
33078,"TOMMY'S JOYNT","1101 GEARY BLVD","SAN FRANCISCO","94109","Restaurant, > 2000 sq'","151",201,"No",2,"Active",9,""
33084,"MIETTE, LLC","449 OCTAVIA ST ","SAN FRANCISCO","94102","Retail Food Markets w/ Food Prep < 5000 sq'","162",202,"Yes",,"Active",50,"This Location Has Received the Symbol of Excellence"
33091,"PIZZERIA","659 VALENCIA ST ","SAN FRANCISCO","94110","Restaurant, > 2000 sq'","208",503,"No",,"Active",9,""
33093,"LUCKY SUPER MARKET #755","1515 SLOAT BLVD ","SAN FRANCISCO","94132","Retail Food Markets w/ Food Prep > 20,001 sq'","331",501,"No",5,"Active",53,""
33096,"PAPALOTE MEXICAN GRILL","1777 FULTON ST ","SAN FRANCISCO","94117","Restaurant, < 1000 sq'","165",204,"No",2,"Active",7,""
33101,"VILLA FLORENCE HOTEL-KULETO'S","225 POWELL ST ","SAN FRANCISCO","94102","Restaurant, > 2000 sq'","123",404,"No",,"Active",9,""
33110,"ABACUS","2078 HAYES ST ","SAN FRANCISCO","94117","Restaurant, < 1000 sq'","165",204,"No",2,"Active",7,""
33113,"PHO TAN HOA, INC","431 JONES ST ","SAN FRANCISCO","94102","Restaurant, 1000 - 2000 sq'","123",404,"Yes",4,"Active",8,"This Location Has Received the Symbol of Excellence"
33114,"SAUSALITO ESPRESSO #2","50 BEALE ST 105","SAN FRANCISCO","","Take - Out","176A",303,"Yes",3,"Active",11,"This Location Has Received the Symbol of Excellence"
33117,"THE ELITE CAFE","2049 FILLMORE ST ","SAN FRANCISCO","94115","Restaurant, 1000 - 2000 sq'","152",504,"No",2,"Active",8,""
33124,"GRANT AND GREEN SALOON","1371 GRANT AVE ","SAN FRANCISCO","94133","Bar/Tavern/Lounge","106",407,"Yes",4,"Active",10,"This Location Has Received the Symbol of Excellence"
33125,"L & L HAWAIIAN BARBECUE","312 KEARNY ST","SAN FRANCISCO","94108","Restaurant, < 1000 sq'","117A",402,"Yes",4,"Active",7,"This Location Has Received the Symbol of Excellence"
33145,"7-ELEVEN, STORE 2231-33006B","2650 MASON ST ","SAN FRANCISCO","94133","Take - Out","101",401,"Yes",4,"Active",11,"This Location Has Received the Symbol of Excellence"
33160,"MISSION BAY CAFÉ","550 TERRY FRANCOIS ST ","SAN FRANCISCO","94158","Restaurant, > 2000 sq'","607",304,"Yes",3,"Active",9,"This Location Has Received the Symbol of Excellence"
33173,"HANDY DELICATESSEN","1815 IRVING ST ","SAN FRANCISCO","94122","Take - Out","326",501,"Yes",5,"Active",11,"This Location Has Received the Symbol of Excellence"
33174,"THE BAGEL BAKERY","151 TOWNSEND  ","SAN FRANCISCO","94107","Restaurant, < 1000 sq'","179",304,"Yes",3,"Active",7,"This Location Has Received the Symbol of Excellence"
33190,"GAMBINO'S","1 EMBARCADERO CENTER","SAN FRANCISCO","94111","Restaurant, < 1000 sq'","116",406,"Yes",4,"Active",7,"This Location Has Received the Symbol of Excellence"
33198,"SUBWAY ON JEFFERSON","333 JEFFERSON ST #125","SAN FRANCISCO","94133","Fast Food Establishment","101",401,"No",4,"Active",12,""
33222,"SAN FRANCISCO SOUP COMPANY","1 CALIFORNIA ST ","SAN FRANCISCO","94111","Restaurant, < 1000 sq'","117A",402,"No",4,"Active",7,""
33247,"IRVING PIZZA","3244 SCOTT ST","SAN FRANCISCO","94123","Restaurant, < 1000 sq'","128",206,"No",2,"Active",7,""
33270,"TRUCK","1900 FOLSOM ST  ","SAN FRANCISCO","94103","Restaurant, 1000 - 2000 sq'","177",301,"No",3,"Active",8,""
33272,"SAN FRANCISCO SOUP COMPANY","3251 20TH AVE 250A","SAN FRANCISCO","94132","Restaurant, < 1000 sq'","332",506,"Yes",5,"Active",7,"This Location Has Received the Symbol of Excellence"
33273,"PARIS CAFE","704 POST ST ","SAN FRANCISCO","94109","Restaurant, < 1000 sq'","121",404,"No",4,"Active",7,""
33309,"CITY SUPERMARKET","667 GEARY ST ","SAN FRANCISCO","94102","Retail Food Markets w/ Food Prep < 5000 sq'","123",404,"Yes",4,"Active",50,"This Location Has Received the Symbol of Excellence"
33315,"CAFÉ 101","1650 HOLLOWAY ST 134","SAN FRANCISCO","94132","Fast Food Establishment","332",506,"Yes",5,"Active",12,"This Location Has Received the Symbol of Excellence"
33318,"UNICORN","191 PINE ST ","SAN FRANCISCO","94111","Restaurant, > 2000 sq'","117A",402,"Yes",4,"Active",9,"This Location Has Received the Symbol of Excellence"
33319,"GYRO KING, INC","25 GROVE ST","SAN FRANCISCO","94102","Restaurant, 1000 - 2000 sq'","124",202,"No",2,"Active",8,""
33321,"CREPERIE SAINT GERMAIN","222 2ND ST ","SAN FRANCISCO","","MFF5 (Private) - Enclosed Non Pre-Packaged - phf full food prep/cooking","999a",301,"No",3,"Active",167,""
33348,"INNER MISSION, LLC","3349 20TH ST ","SAN FRANCISCO","94110","Bar/Tavern/Lounge","228",306,"Yes",3,"Active",10,"This Location Has Received the Symbol of Excellence"
33367,"CALIFORNIA PIZZA KITCHEN","53 3RD ST ","SAN FRANCISCO","94103","Restaurant, > 2000 sq'","176",0,"Yes",3,"Active",9,"This Location Has Received the Symbol of Excellence"
33375," SEA LION CART/CAROUSEL CART","1  RD ","SAN FRANCISCO","94132","MFF4 (Private) - Unenclosed/Enclosed Non Pre-Packaged phf (limited Food Processing)","999a",301,"No",3,"Active",166,""
33378,"GIRAFFE CART","1 ZOO RD ","SAN FRANCISCO","94132","MFF4 (Private) - Unenclosed/Enclosed Non Pre-Packaged phf (limited Food Processing)","999a",301,"No",3,"Active",166,""
33379,"CAROUSEL/SEA LION CART","1 ZOO RD ","SAN FRANCISCO","94132","MFF4 (Private) - Unenclosed/Enclosed Non Pre-Packaged phf (limited Food Processing)","999a",301,"No",3,"Active",166,""
33386,"STELLA PASTRY","446 COLUMBUS AVE ","SAN FRANCISCO","94133","Restaurant, < 1000 sq'","106",407,"No",4,"Active",7,""
33387,"JUSTA BITE","725 COLUMBUS AVE ","SAN FRANCISCO","94133","Restaurant, 1000 - 2000 sq'","107A",405,"No",4,"Active",8,""
33388,"SUSHI KINTA","5 EMBARCADERO CENTER  ","SAN FRANCISCO","94111","Restaurant, < 1000 sq'","116",406,"No",4,"Active",7,""
33413,"CREATIVE ARTS CHARTER SCHOOL","1601 TURK ST ","SAN FRANCISCO","94115","School Cafeteria - Public","158",402,"No",,"Active",35,""
33415,"BUSHI-TEI","1638 POST ST ","SAN FRANCISCO","94115","Restaurant, 1000 - 2000 sq'","155",201,"Yes",2,"Active",8,"This Location Has Received the Symbol of Excellence"
33419,"SOTO MARE","552 GREEN ST ","SAN FRANCISCO","94133","Restaurant, 1000 - 2000 sq'","106",407,"No",4,"Active",8,""
33436,"THE GRAND PU BAH RESTAURANT","88 DIVISION ST ","SAN FRANCISCO","94103","Restaurant, > 2000 sq'","607",304,"No",3,"Active",9,""
33442,"MILLER'S EAST COAST DELI","1725 POLK ST ","SAN FRANCISCO","94109","Restaurant, 1000 - 2000 sq'","110",407,"No",4,"Active",8,""
33445,"SUSHI FANTASTIC","215 FREMONT ST  ","SAN FRANCISCO","94105","Restaurant, 1000 - 2000 sq'","179",304,"No",3,"Active",8,""
33446,"USULUTAN RESTAURANT","2990 24TH ST ","SAN FRANCISCO","94110","Restaurant, 1000 - 2000 sq'","229",306,"No",3,"Active",8,""
33448,"CARAMBA, INC","78 02ND ST ","SAN FRANCISCO","94105","Restaurant, 1000 - 2000 sq'","176A",303,"No",3,"Active",8,""
33456,"ROLLING TACO"," VARIOUS LOCATIONS  ","SAN FRANCISCO","","Mobile Food Preparation Unit - Public","999",205,"No",3,"Active",161,""
33467,"CALIFORNIA PIZZA KITCHEN, INC.","53 03RD ST  ","SAN FRANCISCO","94103","Restaurant, > 2000 sq'","176A",303,"Yes",3,"Active",9,"This Location Has Received the Symbol of Excellence"
33468,"STACKS RESTAURANT","501 HAYES ST ","SAN FRANCISCO","94102","Restaurant, > 2000 sq'","162",202,"Yes",2,"Active",9,"This Location Has Received the Symbol of Excellence"
33484,"DENNY'S RESTAURANT","495 BEACH ST ","SAN FRANCISCO","94133","Restaurant, > 2000 sq'","101",401,"No",4,"Active",9,""
33485,"MILK BAR","1840 HAIGHT ST ","SAN FRANCISCO","94117","Bar/Tavern/Lounge","166",305,"No",5,"Active",10,""
33500,"VILLA FLORENCE HOTEL-BAR NORCINI","225 POWELL ST ","SAN FRANCISCO","94102","Restaurant, < 1000 sq'","123",404,"Yes",4,"Active",7,"This Location Has Received the Symbol of Excellence"
33507,"K & S PRODUCE MARKET","905 LARKIN ST","SAN FRANCISCO","94109","Retail Food Markets w/ Food Prep < 5000 sq'","122",201,"No",2,"Active",50,""
33516,"JULIA MORGAN BALLROOM","465 CALIFORNIA ST 15TH FLOOR","SAN FRANCISCO","94104","Catering Facility","117A",402,"Yes",4,"Active",18,"This Location Has Received the Symbol of Excellence"
33524,"CILANTRO MEXICAN RESTAURANT","1035 GEARY ST ","SAN FRANCISCO","94102","Restaurant, < 1000 sq'","122",201,"No",2,"Active",7,""
33527,"POPEYES CHICKEN & BISCUITS","1426 FILLMORE ST SPACE T","SAN FRANCISCO","94115","Fast Food Establishment","159",201,"Yes",2,"Active",12,"This Location Has Received the Symbol of Excellence"
33528,"SALEM GROCERY","920 GEARY ST","SAN FRANCISCO","94109","Take - Out","122",201,"Yes",2,"Active",11,"This Location Has Received the Symbol of Excellence"
33546,"KARA'S CUPCAKES INC","900 NORTH POINT ST BLDG E1","SAN FRANCISCO","94109","Retail Bakery < 2001 sq'","102",407,"Yes",4,"Active",54,"This Location Has Received the Symbol of Excellence"
33564,"HAPPY SHABU SHABU","1401 FILLMORE ST ","SAN FRANCISCO","94115","Restaurant, 1000 - 2000 sq'","159",201,"Yes",2,"Active",8,"This Location Has Received the Symbol of Excellence"
33568,"LITTLE TOKYO","5733 GEARY BLVD ","SAN FRANCISCO","94121","Restaurant, > 2000 sq'","477",204,"No",2,"Active",9,""
33579,"MAKI RESTAURANT","1825 POST ST #215","SAN FRANCISCO","94115","Restaurant, < 1000 sq'","155",201,"Yes",2,"Active",7,"This Location Has Received the Symbol of Excellence"
33590,"EL PORVENIR","2950 21ST ST ","SAN FRANCISCO","94110","Retail Food Markets w/ Food Prep < 5000 sq'","228",306,"No",3,"Active",50,""
33591,"FUJIYAMA-YA","1234 NORIEGA ST ","SAN FRANCISCO","94122","Restaurant, 1000 - 2000 sq'","328",501,"Yes",5,"Active",8,"This Location Has Received the Symbol of Excellence"
33619,"RITUAL COFFEE ROASTERS","1634 JERROLD AVE ","SAN FRANCISCO","94124","Restaurant, < 1000 sq'","609",305,"Yes",3,"Active",7,"This Location Has Received the Symbol of Excellence"
33620,"MOJO BICYCLE CAFÉ","639 A DIVISADERO ST ","SAN FRANCISCO","94117","Restaurant, 1000 - 2000 sq'","164",500,"Yes",2,"Active",8,"This Location Has Received the Symbol of Excellence"
33630,"HAPPY FAMILY FAST FOOD, INC","107 LELAND AVE ","SAN FRANCISCO","94134","Restaurant, 1000 - 2000 sq'","264",302,"No",3,"Active",8,""
33637,"GRACIE'S CAFÉ","1455 MARKET  STREET","SAN FRANCISCO","","Take - Out","176B",306,"No",3,"Active",11,""
33638,"PISSED OFF PETE'S","4528 MISSION ST ","SAN FRANCISCO","94112","Bar/Tavern/Lounge","255",506,"Yes",5,"Active",10,"This Location Has Received the Symbol of Excellence"
33641,"ROTI INDIAN BISTRO","53 WEST PORTAL AVE","SAN FRANCISCO","94127","Restaurant, 1000 - 2000 sq'","308",502,"No",5,"Active",8,""
33697,"GOLDEN ERA VEGETARIAN RESTAURANT","572 O'FARRELL ST ","SAN FRANCISCO","94102","Restaurant, > 2000 sq'","123",404,"Yes",4,"Active",9,"This Location Has Received the Symbol of Excellence"
33700,"CASA GUADALUPE #3","2999 MISSION","SAN FRANCISCO","94110","Retail Food Markets w/ Food Prep < 5000 sq'","209",504,"No",5,"Active",50,""
33709,"PHIL'Z COFFEE","201 BERRY ST ","SAN FRANCISCO","94107","Restaurant, < 1000 sq'","607",304,"Yes",3,"Active",7,"This Location Has Received the Symbol of Excellence"
33710,"PHIL'Z COFFEE","3101 24TH ST ","SAN FRANCISCO","94110","Take - Out","229",306,"No",3,"Active",11,""
33712,"SNOW GARDEN, LLC","712 GRANT AVE ","SAN FRANCISCO","94108","Restaurant, < 1000 sq'","118",406,"No",4,"Active",7,""
33714,"EOS RESTAURANT & WINE BAR","901 COLE ST ","SAN FRANCISCO","94117","Restaurant, 1000 - 2000 sq'","171",502,"No",5,"Active",8,""
33717,"SWEET DELIGHT","331 CLEMENT ST","SAN FRANCISCO","94118","Restaurant, > 2000 sq'","401",205,"No",2,"Active",9,""
33728,"SPLIT PEA SEDUCTION","138 06TH ST.  ","SAN FRANCISCO","94103","Take - Out","176B",306,"Yes",3,"Active",11,"This Location Has Received the Symbol of Excellence"
33730,"GASTRONOM DELI","5801 GEARY BLVD ","SAN FRANCISCO","94122","Restaurant, 1000 - 2000 sq'","477",204,"No",2,"Active",8,""
33731,"LOLO","3230 22ND ST ","SAN FRANCISCO","94110","Restaurant, 1000 - 2000 sq'","208",503,"Yes",,"Active",8,"This Location Has Received the Symbol of Excellence"
33747,"PIER 23 CAFE INC","PIER 23","SAN FRANCISCO","94133","Restaurant, > 2000 sq'","105",407,"No",4,"Active",9,""
33748,"CITY PIZZA AND YUCATECAN FOOD","294 TURK ST ","SAN FRANCISCO","94102","Restaurant, 1000 - 2000 sq'","125",202,"No",2,"Active",8,""
33777,"EAT FIRST RESTAURANT","1540 OCEAN AVE.","SAN FRANCISCO","94112","Restaurant, > 2000 sq'","310",506,"No",5,"Active",9,""
33802,"NEW UNITED SUPERMARKET, INC","1117 STOCKTON ST ","SAN FRANCISCO","94133","Retail Food Markets w/ Food Prep - 5,001 to 10,000 sq'","113",404,"No",4,"Active",52,""
33812,"ADVENT CAFE","600 TOWNSEND ST, 4TH FLOOR","SAN FRANCISCO","94103","Restaurant, < 1000 sq'","180",304,"No",3,"Active",7,""
33831,"A BON PORT","476 CASTRO STREET","SAN FRANCISCO","94114","Restaurant, 1000 - 2000 sq'","205",502,"Yes",5,"Active",8,"This Location Has Received the Symbol of Excellence"
33837,"LOTTA'S BAKERY","1720 POLK ST ","SAN FRANCISCO","94109","Retail Bakery < 2001 sq'","110",407,"Yes",4,"Active",54,"This Location Has Received the Symbol of Excellence"
33841,"DANIEL RIPLEY CATERING","2152 03RD ST ","SAN FRANCISCO","94107","Catering Facility","226",302,"No",3,"Active",18,""
33842,"YUMMY BOWL","2623 SAN BRUNO AVE ","SAN FRANCISCO","94134","Restaurant, < 1000 sq'","257",305,"No",3,"Active",7,""
33851,"THEE PARKSIDE","1600 17TH ST ","SAN FRANCISCO","94107","Restaurant, 1000 - 2000 sq'","607",304,"No",3,"Active",8,""
33865,"GOOD EARTH CUISINE","1325 09TH AVE ","SAN FRANCISCO","94122","Restaurant, < 1000 sq'","302",502,"No",5,"Active",7,""
33884,"DOS AMIGOS","850 BRANNAN ST ","SAN FRANCISCO","94103","Restaurant, < 1000 sq'","180",304,"No",3,"Active",7,""
33891,"HARLOT","46 MINNA ST ","SAN FRANCISCO","94105","Restaurant, > 2000 sq'","176A",303,"Yes",3,"Active",9,"This Location Has Received the Symbol of Excellence"
33911,"B STAR","127 CLEMENT ST ","SAN FRANCISCO","94118","Restaurant, > 2000 sq'","401",205,"No",2,"Active",9,""
33912,"MONDE CAFFE","602 MISSION ST ","SAN FRANCISCO","94105","Restaurant, < 1000 sq'","176A",303,"No",3,"Active",7,""
33914,"SUBWAY 30303","3911 ALEMANY BL.","SAN FRANCISCO","94132","Restaurant, < 1000 sq'","314",506,"No",5,"Active",7,""
33916,"EXTREME PIZZA","1062 FOLSOM ST ","SAN FRANCISCO","94103","Restaurant, > 2000 sq'","178",304,"No",3,"Active",9,""
33920,"LALITA THAI RESTAURANT & BAR","96 MCALLISTER ST ","SAN FRANCISCO","94102","Restaurant, > 2000 sq'","125",202,"Yes",2,"Active",9,"This Location Has Received the Symbol of Excellence"
33935,"AVEDANO'S","235 CORTLAND AVE.","SAN FRANCISCO","94110","Retail Food Markets w/ Food Prep < 5000 sq'","253",302,"No",3,"Active",50,""
33936,"FRESH GREEN, INC","1970 JERROLD AVE ","SAN FRANCISCO","94124","Wholesale Food Market - Produce","609",305,"No",3,"Active",58,""
33937,"CANTINA","580 SUTTER ST","SAN FRANCISCO","94102","Bar/Tavern/Lounge","121",404,"Yes",4,"Active",10,"This Location Has Received the Symbol of Excellence"
33940,"THE GOOD LIFE GROCERY","1524 20TH ST ","SAN FRANCISCO","94107","Retail Food Markets w/ Food Prep < 5000 sq'","227",302,"Yes",3,"Active",50,"This Location Has Received the Symbol of Excellence"
33945,"CHIPOTLE MEXICAN GRILL #0839","525 MARKET ST 1ST FLOOR","SAN FRANCISCO","94107","Restaurant, > 2000 sq'","176A",303,"No",3,"Active",9,""
33965,"HEARTH BAR","4701 GEARY BLVD ","SAN FRANCISCO","94118","Bar/Tavern/Lounge","452",204,"Yes",2,"Active",10,"This Location Has Received the Symbol of Excellence"
33980,"PANERA BREAD","301 KING ST #A","SAN FRANCISCO","94107","Restaurant, > 2000 sq'","607",304,"No",3,"Active",9,""
33981,"JACKSON MARKET","1201 JACKSON ST ","SAN FRANCISCO","94109","Retail Food Markets w/ Food Prep - 5,001 to 10,000 sq'","108",403,"Yes",4,"Active",52,"This Location Has Received the Symbol of Excellence"
33983,"WING SING BAKERY","1125 STOCKTON ST ","SAN FRANCISCO","94133","Restaurant, > 2000 sq'","113",404,"No",4,"Active",9,""
33997,"COASTSIDE FARMS AND SPECIALTIES","50 POST ST ","SAN FRANCISCO","94104","Retail Food Vehicle","117A",402,"Yes",4,"Active",23,"This Location Has Received the Symbol of Excellence"
33998,"COASTSIDE FARMS AND SPECIALTIES"," 1700 O'FARRELL @ FILLMORE ST ","SAN FRANCISCO","94115","Retail Food Vehicle","159",201,"Yes",2,"Active",23,"This Location Has Received the Symbol of Excellence"
33999,"DUK HING","1151 STOCKTON ST ","SAN FRANCISCO","94133","Take - Out","113",404,"No",4,"Active",11,""
34005,"FRJTZ VALENCIA","590 VALENCIA ST ","SAN FRANCISCO","94110","Restaurant, 1000 - 2000 sq'","202",503,"No",5,"Active",8,""
34033,"CAFE MEUSE","1400 PACIFIC AVE ","SAN FRANCISCO","94109","Restaurant, < 1000 sq'","110",407,"Yes",4,"Active",7,"This Location Has Received the Symbol of Excellence"
34046,"OCEANVIEW MARKET AND DELI","7501 GEARY BLVD ","SAN FRANCISCO","94121","Retail Food Markets w/ Food Prep < 5000 sq'","478",204,"No",2,"Active",50,""
34054,"CITYHOUSE RESTAURANT","55 CYRIL MAGNIN ST 2ND FLOOR","SAN FRANCISCO","94102","Restaurant, > 2000 sq'","125",202,"Yes",2,"Active",9,"This Location Has Received the Symbol of Excellence"
34056,"LA BOULANGE DE COLE","1000 COLE ST ","SAN FRANCISCO","94117","Retail Bakery > 2000 sq'","171",502,"No",5,"Active",55,""
34057,"LA BOULANGE DE FILLMORE","2043 FILLMORE ST ","SAN FRANCISCO","94115","Restaurant, 1000 - 2000 sq'","152",504,"No",2,"Active",8,""
34058,"BOULANGERIE","2325 PINE ST ","SAN FRANCISCO","94115","Retail Bakery > 2000 sq'","152",504,"No",2,"Active",55,""
34059,"CAFÉ CHANTA","587 POST ST ","SAN FRANCISCO","94102","Restaurant, < 1000 sq'","123",404,"No",4,"Active",7,""
34066,"JITLADA THAI CUISINE","1826 B BUCHANAN ST ","SAN FRANCISCO","94115","Restaurant, 1000 - 2000 sq'","152",504,"No",2,"Active",8,""
34102,"THE BROKEN RECORD","1166 GENEVA AVE","SAN FRANCISCO","94112","Restaurant, > 2000 sq'","263",302,"Yes",3,"Active",9,"This Location Has Received the Symbol of Excellence"
34126,"NOB HILL GRILLE","969 HYDE ST ","SAN FRANCISCO","94109","Restaurant, < 1000 sq'","111",403,"No",4,"Active",7,""
34134,"ALLSTAR CAFÉ & THAI NOODLE HOUSE","98 09TH ST ","SAN FRANCISCO","94103","Restaurant, > 2000 sq'","176B",306,"No",3,"Active",9,""
34137,"SAN BRUNO CAFE INC","2546 SAN BRUNO AVE","SAN FRANCISCO","94134","Restaurant, 1000 - 2000 sq'","257",305,"Yes",3,"Active",8,"This Location Has Received the Symbol of Excellence"
34142,"DELL'UVA","565 GREEN ST ","SAN FRANCISCO","94133","Restaurant, < 1000 sq'","106",407,"No",4,"Active",7,""
34143,"CELLO","75 01ST ST ","SAN FRANCISCO","94105","Restaurant, 1000 - 2000 sq'","176A",303,"No",3,"Active",8,""
34144,"PIZZA JOINT","2414 SAN BRUNO AVE ","SAN FRANCISCO","94134","Restaurant, 1000 - 2000 sq'","257",305,"Yes",3,"Active",8,"This Location Has Received the Symbol of Excellence"
34160,"NORTH COUNTY VENDING, INC"," VARIOUS  LOCATIONS  ","Fremont","","Vending Machine","999",205,"Yes",3,"Active",29,"This Location Has Received the Symbol of Excellence"
34161,"BUCA DI BEPPO","855 HOWARD ST ","SAN FRANCISCO","94103","Restaurant, > 2000 sq'","176B",306,"No",3,"Active",9,""
